,satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
472,0.42,0.56,2,149,3,0,1,0,Sales,Low
473,0.87,1.0,5,242,5,0,1,0,Sales,Low
474,0.45,0.57,2,134,3,0,1,0,Sales,Low
475,0.11,0.87,5,271,4,0,1,0,Sales,Low
476,0.09,0.79,6,275,4,0,1,0,Sales,Low
477,0.76,0.83,5,227,5,0,1,0,Sales,Low
478,0.11,0.96,7,277,5,0,1,0,Sales,Low
479,0.37,0.49,2,151,3,0,1,0,Sales,Low
480,0.1,0.79,6,274,4,0,1,0,Sales,Low
481,0.77,0.87,4,242,6,0,1,0,Sales,Low
482,0.42,0.54,2,143,3,1,1,0,Sales,Low
483,0.38,0.52,2,145,3,0,1,0,Sales,Low
484,0.32,0.95,5,172,2,0,1,0,Sales,Low
485,0.38,0.49,2,135,3,0,1,0,Accounting,Low
486,0.19,1.0,4,192,4,0,1,0,Accounting,Low
487,0.1,0.83,7,276,4,0,1,0,Accounting,Low
488,0.76,0.88,4,206,4,0,1,0,Human Resources,Medium
489,0.53,0.56,4,281,6,0,1,0,Human Resources,Medium
490,0.39,0.51,2,151,3,0,1,0,Human Resources,Medium
491,0.11,0.83,6,244,4,0,1,0,Human Resources,Medium
492,0.1,0.94,6,309,4,0,1,0,Technical,Medium
493,0.84,1.0,5,218,5,0,1,0,Technical,Medium
494,0.82,0.99,4,263,6,0,1,0,Technical,Medium
495,0.1,0.82,6,244,4,0,1,0,Technical,Medium
496,0.59,0.49,7,263,4,0,1,0,Technical,Medium
497,0.44,0.48,2,143,3,0,1,0,Technical,Medium
498,0.89,0.95,2,181,5,0,1,0,Technical,Medium
499,0.91,0.84,5,265,5,0,1,0,Technical,Medium
500,0.66,0.57,5,161,5,0,1,0,Technical,High
501,0.11,0.87,7,282,5,0,1,0,Technical,Low
502,0.43,0.51,2,155,3,0,1,0,Technical,Medium
503,0.78,0.83,4,217,6,0,1,0,Support,Medium
504,0.11,0.97,6,289,5,0,1,0,Support,Medium
505,0.83,0.98,4,259,5,0,1,0,Support,Medium
506,0.39,0.54,2,158,3,0,1,0,Support,Low
507,0.38,0.55,2,158,3,0,1,0,Support,Low
508,0.37,0.57,2,155,3,0,1,0,Support,Low
509,0.44,0.48,2,146,3,0,1,0,Support,Low
510,0.53,0.85,2,164,5,0,1,0,Support,Low
511,0.09,0.96,6,259,4,0,1,0,Support,Low
512,0.11,0.89,6,293,4,0,1,0,Support,Low
513,0.83,0.96,5,275,5,0,1,0,Support,Low
514,0.88,1.0,5,219,6,1,1,0,Technical,Low
515,0.1,0.89,6,247,4,0,1,0,Technical,Low
516,0.09,0.86,7,309,4,0,1,0,Technical,Low
517,0.44,0.54,2,151,3,0,1,0,Management,Low
518,0.39,0.51,2,129,3,0,1,0,IT,Low
519,0.87,0.94,4,274,5,0,1,0,IT,Low
520,0.74,0.99,4,233,5,0,1,0,IT,Low
521,0.1,0.95,7,289,4,0,1,0,IT,Low
522,0.74,0.82,4,239,6,0,1,0,IT,Low
523,0.75,0.99,5,221,5,0,1,0,Product Management,Low
524,0.41,0.56,2,150,3,0,1,0,Product Management,Low
525,0.41,0.45,2,144,3,1,1,0,Product Management,Low
526,0.09,0.9,7,289,4,0,1,0,Product Management,Low
527,0.09,0.8,6,301,5,0,1,0,IT,Medium
528,0.39,0.57,2,145,3,0,1,0,Accounting,Medium
529,0.4,0.56,2,137,3,0,1,0,Accounting,Medium
530,0.37,0.54,2,131,3,1,1,0,Human Resources,Medium
531,0.1,0.84,6,246,4,0,1,0,Human Resources,Medium
532,0.43,0.51,2,136,3,0,1,0,Human Resources,Medium
533,0.75,0.85,5,240,6,1,1,0,Marketing,Medium
534,0.37,0.56,2,156,3,0,1,0,Sales,Medium
535,0.11,0.85,6,305,4,0,1,0,Accounting,Medium
536,0.45,0.45,2,154,3,1,1,0,Support,Medium
537,0.87,1.0,5,261,5,1,1,0,Technical,Medium
538,0.11,0.94,7,244,4,0,1,0,Management,Medium
539,0.45,0.54,2,129,3,0,1,0,Marketing,High
540,0.81,0.87,4,254,5,0,1,0,Marketing,Low
541,0.77,0.91,5,236,5,0,1,0,Marketing,Medium
542,0.89,0.92,5,237,5,0,1,0,Sales,Medium
543,0.43,0.49,2,135,3,0,1,0,Sales,Medium
544,0.78,1.0,5,236,5,0,1,0,Sales,Medium
545,0.37,0.47,2,149,3,0,1,0,Sales,Low
546,0.37,0.5,2,141,3,0,1,0,Sales,Low
547,0.85,0.82,4,270,5,0,1,0,Sales,Low
548,0.41,0.47,2,138,3,0,1,0,Sales,Low
549,0.11,0.96,6,298,4,0,1,0,Sales,Low
550,0.75,0.99,5,254,5,0,1,0,Sales,Low
551,0.82,0.85,5,248,5,0,1,0,Sales,Low
552,0.79,1.0,5,257,6,0,1,0,Sales,Low
553,0.43,0.53,2,150,3,0,1,0,Sales,Low
554,0.1,0.9,7,281,4,0,1,0,Sales,Low
555,0.46,0.48,2,141,3,1,1,0,Sales,Low
556,0.43,0.57,2,157,3,0,1,0,Sales,Low
557,0.43,0.55,2,136,3,0,1,0,Sales,Low
558,0.11,0.8,7,296,4,0,1,0,Sales,Low
559,0.09,0.86,6,279,4,0,1,0,Sales,Low
560,0.37,0.53,2,131,3,0,1,0,Sales,Low
561,0.4,0.57,2,160,3,0,1,0,Accounting,Low
562,0.1,0.77,7,291,4,0,1,0,Accounting,Low
563,0.41,0.53,2,157,3,0,1,0,Accounting,Low
564,0.79,0.58,3,294,4,0,1,0,Human Resources,Low
565,0.11,0.79,7,310,4,0,1,0,Human Resources,Low
566,0.1,0.97,6,282,4,0,1,0,Human Resources,Medium
567,0.44,0.51,2,134,3,0,1,0,Human Resources,Medium
568,0.25,0.46,4,214,4,0,1,0,Technical,Medium
569,0.44,0.52,2,137,3,0,1,0,Technical,Medium
570,0.73,1.0,4,252,5,0,1,0,Technical,Medium
571,0.75,0.97,5,243,6,0,1,0,Technical,Medium
572,0.36,0.47,2,148,3,0,1,0,Technical,Medium
573,0.37,0.49,2,151,3,0,1,0,Technical,Medium
574,0.39,0.49,2,129,3,0,1,0,Technical,Medium
575,0.48,0.78,2,198,2,0,1,0,Technical,Medium
576,0.57,0.72,4,275,6,0,1,0,Technical,Medium
577,0.9,0.96,5,243,5,0,1,0,Technical,Medium
578,0.39,0.55,2,159,3,0,1,0,Technical,High
579,0.44,0.51,2,145,3,0,1,0,Support,Low
580,0.81,0.88,5,242,5,0,1,0,Support,Medium
581,0.74,0.87,5,242,5,0,1,0,Support,Medium
582,0.44,0.56,2,145,3,0,1,0,Support,Medium
583,0.41,0.56,2,154,3,0,1,1,Support,Medium
584,0.4,0.51,2,139,3,0,1,0,Support,Low
585,0.46,0.57,2,152,3,0,1,0,Support,Low
586,0.8,0.83,2,211,3,0,1,0,Support,Low
587,0.87,0.9,5,258,5,0,1,0,Support,Low
588,0.39,0.54,2,155,3,0,1,0,Support,Low
589,0.38,0.55,2,148,3,0,1,0,Support,Low
590,0.66,0.67,2,255,3,0,1,0,Technical,Low
591,0.1,0.8,6,264,4,0,1,0,Technical,Low
592,0.37,0.54,2,132,3,0,1,0,Technical,Low
593,0.1,0.77,6,255,4,0,1,0,Management,Low
594,0.09,0.87,5,263,4,0,1,0,IT,Low
595,0.86,0.84,5,222,5,0,1,0,IT,Low
596,0.11,0.9,6,263,4,0,1,0,IT,Low
597,0.37,0.46,2,157,3,0,1,0,IT,Low
598,0.11,0.92,7,307,4,0,1,0,IT,Low
599,0.77,0.98,5,259,6,0,1,0,Product Management,Low
600,0.84,0.94,5,222,6,0,1,0,Product Management,Low
601,0.1,0.84,7,250,4,0,1,0,Product Management,Low
602,0.83,0.9,5,245,5,0,1,0,Product Management,Low
603,0.11,0.79,6,292,4,0,1,0,IT,Low
604,0.86,0.92,5,252,5,0,1,0,Research and Development,Low
605,0.38,0.56,2,161,3,0,1,0,Research and Development,Medium
606,0.11,0.88,5,250,4,0,1,0,Research and Development,Medium
607,0.45,0.49,2,134,3,0,1,0,Research and Development,Medium
608,0.1,0.85,7,279,4,0,1,0,Research and Development,Medium
609,0.09,0.95,7,256,4,0,1,0,Marketing,Medium
610,0.39,0.53,2,127,3,0,1,0,Sales,Medium
611,0.37,0.47,2,138,3,1,1,0,Accounting,Medium
612,0.81,0.97,5,243,5,0,1,0,Support,Medium
613,0.09,0.9,7,296,4,0,1,0,Technical,Medium
614,0.1,0.88,7,267,4,0,1,0,Management,Medium
615,0.39,0.49,2,144,3,0,1,0,Marketing,Medium
616,0.83,0.95,4,251,5,0,1,0,Marketing,Medium
617,0.45,0.57,2,148,3,0,1,0,Marketing,High
618,0.43,0.51,2,141,3,0,1,0,Sales,Low
619,0.8,0.75,3,268,2,0,1,0,Sales,Medium
620,0.1,0.86,6,247,4,0,1,0,Sales,Medium
621,0.1,0.55,2,247,4,0,1,0,Sales,Medium
622,0.36,0.52,2,146,3,0,1,0,Sales,Medium
623,0.38,0.5,2,140,3,0,1,0,Sales,Low
624,0.78,0.98,5,263,6,0,1,0,Sales,Low
625,0.44,0.49,2,145,3,0,1,0,Sales,Low
626,0.41,0.46,2,156,3,1,1,0,Sales,Low
627,0.72,0.85,5,244,6,0,1,0,Sales,Low
628,0.46,0.54,2,144,3,0,1,0,Sales,Low
629,0.1,0.9,7,286,4,0,1,0,Sales,Low
630,0.34,0.67,4,141,2,0,1,0,Sales,Low
631,0.11,0.89,6,260,5,0,1,0,Sales,Low
632,0.38,0.56,2,154,3,0,1,0,Sales,Low
633,0.82,0.92,5,225,5,0,1,0,Sales,Low
634,0.39,0.57,2,127,3,0,1,0,Sales,Low
635,0.44,0.53,2,140,3,0,1,0,Sales,Low
636,0.43,0.52,2,147,3,0,1,0,Sales,Low
637,0.84,0.83,4,227,5,0,1,0,Accounting,Low
638,0.43,0.48,2,153,3,0,1,0,Accounting,Low
639,0.37,0.52,2,128,3,0,1,0,Accounting,Low
640,0.74,0.97,4,228,5,0,1,0,Human Resources,Low
641,0.73,0.97,5,235,5,0,1,0,Human Resources,Low
642,0.37,0.47,2,148,3,0,1,0,Human Resources,Low
643,0.58,0.62,4,238,3,0,1,0,Human Resources,Low
644,0.4,0.54,2,141,3,0,1,0,Technical,Medium
645,0.51,0.83,5,249,4,0,1,0,Technical,Medium
646,0.46,0.5,2,151,3,0,1,0,Technical,Medium
647,0.45,0.54,2,129,3,0,1,0,Technical,Medium
648,0.46,0.5,2,156,3,0,1,0,Technical,Medium
649,0.39,0.45,2,134,3,0,1,0,Technical,Medium
650,0.09,0.88,6,269,4,0,1,0,Technical,Medium
651,0.09,0.77,6,290,4,0,1,0,Technical,Medium
652,0.37,0.51,2,132,3,0,1,0,Technical,Medium
653,0.1,0.89,7,308,4,0,1,0,Technical,Medium
654,0.77,1.0,4,232,5,0,1,0,Technical,Medium
655,0.79,0.86,5,235,5,0,1,0,Support,Medium
656,0.43,0.55,2,130,3,0,1,0,Support,High
657,0.38,0.53,2,146,3,0,1,0,Support,Low
658,0.77,0.91,5,221,6,0,1,0,Support,Medium
659,0.44,0.5,2,130,3,0,1,0,Support,Medium
660,0.39,0.46,2,136,3,0,1,0,Support,Medium
661,0.78,0.89,5,274,6,0,1,0,Support,Medium
662,0.1,0.79,6,256,5,0,1,0,Support,Low
663,0.1,0.77,5,276,4,0,1,0,Support,Low
664,0.75,0.85,5,267,5,0,1,0,Support,Low
665,0.46,0.62,6,213,3,0,1,0,Support,Low
666,0.91,0.97,4,274,6,0,1,0,Technical,Low
667,0.1,0.92,6,258,4,0,1,0,Technical,Low
668,0.72,0.6,3,153,5,0,1,0,Technical,Low
669,0.11,0.95,6,245,4,0,1,0,Management,Low
670,0.11,0.94,6,264,4,0,1,0,IT,Low
671,0.46,0.57,2,154,3,0,1,0,IT,Low
672,0.37,0.46,2,149,3,0,1,0,IT,Low
673,0.46,0.5,2,157,3,0,1,0,IT,Low
674,0.43,0.57,2,127,3,0,1,0,IT,Low
675,0.11,0.82,6,270,4,0,1,0,Product Management,Low
676,0.73,0.89,5,236,6,0,1,0,Product Management,Low
677,0.43,0.47,2,158,3,0,1,0,Product Management,Low
678,0.86,1.0,5,229,5,0,1,0,Product Management,Low
679,0.1,0.83,6,269,4,0,1,0,IT,Low
680,0.4,0.49,2,128,3,0,1,0,Sales,Low
681,0.11,0.87,7,278,4,0,1,0,Sales,Low
682,0.86,0.98,3,158,5,0,1,0,Sales,Low
683,0.42,1.0,3,202,3,0,1,0,Sales,Medium
684,0.79,0.84,4,240,5,0,1,0,Sales,Medium
685,0.1,0.96,7,255,4,0,1,0,Marketing,Medium
686,0.09,0.92,7,254,4,0,1,0,Sales,Medium
687,0.09,0.82,6,257,4,0,1,0,Accounting,Medium
688,0.87,1.0,4,228,5,0,1,0,Support,Medium
689,0.36,0.49,2,145,3,0,1,0,Technical,Medium
690,0.42,0.75,3,218,4,0,1,0,Management,Medium
691,0.84,0.86,5,268,5,0,1,0,Marketing,Medium
692,0.1,0.83,6,278,4,0,1,0,Marketing,Medium
693,0.78,0.71,3,249,5,0,1,0,Marketing,Medium
694,0.35,0.99,3,236,4,0,1,0,Sales,Medium
695,0.1,0.81,7,291,4,0,1,0,Sales,High
696,0.11,0.8,6,306,4,0,1,0,Sales,Low
697,0.43,0.48,2,135,3,0,1,0,Sales,Medium
698,0.38,0.45,2,156,3,0,1,0,Sales,Medium
699,0.46,0.54,2,143,3,0,1,0,Sales,Medium
700,0.89,0.82,4,243,5,0,1,0,Sales,Medium
701,0.45,0.5,2,147,3,0,1,0,Sales,Low
702,0.44,0.53,2,159,3,0,1,0,Sales,Low
703,0.74,0.54,5,216,3,0,1,0,Sales,Low
704,0.45,0.54,2,152,3,0,1,0,Sales,Low
705,0.79,0.93,4,226,5,0,1,0,Sales,Low
706,0.79,0.91,5,271,5,0,1,0,Sales,Low
707,0.11,0.87,6,255,4,0,1,0,Sales,Low
708,0.42,0.48,2,140,3,0,1,0,Sales,Low
709,0.64,0.9,6,252,2,0,1,0,Sales,Low
710,0.4,0.55,2,159,3,0,1,0,Sales,Low
711,0.84,0.98,5,270,5,0,1,0,Sales,Low
712,0.73,0.92,5,232,5,0,1,0,Sales,Low
713,0.4,0.51,2,144,3,0,1,0,Accounting,Low
714,0.36,0.45,2,127,3,0,1,0,Accounting,Low
715,0.43,0.47,2,131,3,0,1,0,Accounting,Low
716,0.11,0.78,6,243,4,0,1,0,Human Resources,Low
717,0.91,1.0,5,244,6,0,1,0,Human Resources,Low
718,0.8,1.0,5,260,5,0,1,0,Human Resources,Low
719,0.42,0.49,2,139,3,0,1,0,Human Resources,Low
720,0.31,0.87,4,184,3,0,1,0,Technical,Low
721,0.44,0.47,2,130,3,0,1,0,Technical,Low
722,0.38,0.54,2,135,3,0,1,0,Technical,Medium
723,0.45,0.56,2,146,3,0,1,0,Technical,Medium
724,0.43,0.46,2,149,3,0,1,0,Technical,Medium
725,0.45,0.46,2,153,3,1,1,0,Technical,Medium
726,0.43,0.57,2,160,3,0,1,0,Technical,Medium
727,0.43,0.49,2,160,3,0,1,0,Technical,Medium
728,0.09,0.83,6,282,4,0,1,0,Technical,Medium
729,0.43,0.47,2,128,3,0,1,0,Technical,Medium
730,0.79,0.94,4,232,5,0,1,0,Technical,Medium
731,0.85,0.58,3,226,2,0,1,0,Support,Medium
732,0.38,0.45,2,129,3,0,1,0,Support,Medium
733,0.11,0.92,7,255,4,0,1,0,Support,Medium
734,0.83,0.99,5,258,5,0,1,0,Support,High
735,0.81,0.91,4,229,5,0,1,0,Support,Low
736,0.42,0.56,2,143,3,0,1,0,Support,Medium
737,0.11,0.87,6,257,4,0,1,0,Support,Medium
738,0.11,0.85,7,275,4,0,1,0,Support,Medium
739,0.1,0.89,7,291,4,0,1,0,Support,Medium
740,0.5,0.54,5,153,4,0,1,0,Support,Low
741,0.44,0.49,2,154,3,0,1,0,Support,Low
742,0.11,0.9,6,301,4,0,1,0,Technical,Low
743,0.39,0.52,2,134,3,0,1,0,Technical,Low
744,0.11,0.78,6,245,4,0,1,0,Technical,Low
745,0.36,0.5,2,132,3,0,1,0,Management,Low
746,0.43,0.51,2,130,3,0,1,0,IT,Low
747,0.4,0.5,2,127,3,0,1,0,IT,Low
748,0.86,0.84,4,246,6,0,1,0,IT,Low
749,0.38,0.49,2,145,3,0,1,0,IT,Low
750,0.46,0.45,2,138,3,0,1,1,IT,Low
751,0.37,0.57,2,129,3,0,1,0,Product Management,Low
752,0.43,0.52,2,150,3,0,1,0,Product Management,Low
753,0.66,0.93,5,253,5,0,1,0,Product Management,Low
754,0.37,0.48,2,160,3,0,1,0,Product Management,Low
755,0.77,0.92,5,235,5,0,1,0,IT,Low
756,0.38,0.55,2,151,3,0,1,0,Sales,Low
757,0.39,0.54,2,127,3,0,1,0,Sales,Low
758,0.41,0.55,2,151,3,0,1,0,Sales,Low
759,0.1,0.9,7,290,4,0,1,0,Sales,Low
760,0.09,0.93,6,249,4,0,1,0,Sales,Low
761,0.41,0.47,2,131,3,0,1,0,Marketing,Medium
762,0.39,0.46,2,159,3,0,1,0,Sales,Medium
763,0.83,0.99,4,223,5,0,1,0,Accounting,Medium
764,0.09,0.87,3,214,2,0,1,0,Support,Medium
765,0.75,0.81,5,227,5,0,1,0,Technical,Medium
766,0.44,0.54,2,127,3,0,1,0,Management,Medium
767,0.1,0.84,6,293,5,0,1,0,Marketing,Medium
768,0.42,0.46,2,141,3,0,1,0,Marketing,Medium
769,0.1,0.83,6,300,4,0,1,0,Marketing,Medium
770,0.1,0.86,6,309,4,0,1,0,Sales,Medium
771,0.31,0.77,4,149,3,0,1,0,Sales,Medium
772,0.42,0.54,2,159,3,0,1,0,Sales,Medium
773,0.38,0.5,2,152,3,0,1,0,Sales,High
774,0.39,0.57,2,158,3,0,1,0,Sales,Low
775,0.1,0.97,6,254,5,0,1,0,Sales,Medium
776,0.11,0.93,6,294,4,0,1,0,Sales,Medium
777,0.1,0.92,7,269,4,0,1,0,Sales,Medium
778,0.11,0.9,7,247,4,0,1,0,Sales,Medium
779,0.44,0.65,3,271,4,0,1,0,Sales,Low
780,0.91,0.96,4,232,5,0,1,0,Sales,Low
781,0.72,1.0,4,245,5,0,1,0,Sales,Low
782,0.36,0.46,2,132,3,0,1,0,Sales,Low
783,0.44,0.57,2,131,3,0,1,0,Sales,Low
784,0.85,0.99,5,248,5,0,1,0,Sales,Low
785,0.78,0.93,5,225,5,0,1,0,Sales,Low
786,0.39,0.46,2,156,3,0,1,0,Sales,Low
787,0.78,0.81,3,222,2,0,1,0,Sales,Low
788,0.1,0.92,6,243,4,1,1,0,Sales,Low
789,0.23,0.99,4,204,4,1,1,0,Accounting,Low
790,0.11,0.87,6,301,4,0,1,0,Accounting,Low
791,0.9,0.83,5,259,5,0,1,0,Accounting,Low
792,0.91,0.89,4,247,5,0,1,0,Human Resources,Low
793,0.11,0.79,7,295,4,0,1,0,Human Resources,Low
794,0.43,0.54,2,150,3,0,1,0,Human Resources,Low
795,0.45,0.49,2,151,3,0,1,0,Human Resources,Low
796,0.11,0.91,5,291,4,0,1,0,Technical,Low
797,0.11,0.93,6,253,4,1,1,0,Technical,Low
798,0.43,0.5,2,161,3,0,1,0,Technical,Low
799,0.91,0.97,4,251,6,0,1,0,Technical,Low
800,0.43,0.55,2,153,3,0,1,0,Technical,Medium
801,0.85,0.82,5,264,6,0,1,0,Technical,Medium
802,0.1,0.77,6,310,4,0,1,0,Technical,Medium
803,0.81,0.95,5,266,5,0,1,0,Technical,Medium
804,0.36,0.62,4,237,2,0,1,0,Technical,Medium
805,0.45,0.54,2,138,3,0,1,0,Technical,Medium
806,0.86,1.0,5,227,5,0,1,0,Technical,Medium
807,0.71,1.0,4,300,5,0,1,0,Support,Medium
808,0.11,0.97,7,310,4,0,1,0,Support,Medium
809,0.84,0.93,5,236,5,0,1,0,Support,Medium
810,0.09,0.97,7,288,4,0,1,0,Support,Medium
811,0.38,0.49,2,127,3,0,1,0,Support,Medium
812,0.15,0.55,6,139,4,0,1,0,Support,High
813,0.1,0.92,7,253,4,1,1,0,Support,Low
814,0.8,0.97,4,218,5,1,1,0,Support,Medium
815,0.84,0.97,5,251,5,0,1,0,Support,Medium
816,0.11,0.87,6,264,4,0,1,0,Support,Medium
817,0.89,0.79,3,149,2,0,1,0,Support,Medium
818,0.45,0.51,2,138,3,0,1,0,Technical,Low
819,0.11,0.93,7,284,4,0,1,0,Technical,Low
820,0.74,0.93,5,244,5,0,1,0,Technical,Low
821,0.41,0.5,2,128,3,0,1,0,Management,Low
822,0.44,0.53,2,154,3,0,1,0,IT,Low
823,0.37,0.56,2,138,3,0,1,0,IT,Low
824,0.11,0.86,6,308,4,0,1,0,IT,Low
825,0.1,0.93,6,269,4,0,1,0,IT,Low
826,0.7,0.74,6,136,3,0,1,0,IT,Low
827,0.59,1.0,2,160,5,0,1,0,Product Management,Low
828,0.38,0.53,2,138,3,0,1,0,Product Management,Low
829,0.72,0.95,4,220,5,0,1,0,Product Management,Low
830,0.73,1.0,5,274,5,0,1,0,Product Management,Low
831,0.39,0.48,2,161,3,0,1,0,IT,Low
832,0.89,0.82,5,224,6,0,1,0,Research and Development,Low
833,0.89,1.0,4,260,5,0,1,0,Research and Development,Low
834,0.11,0.78,6,300,4,1,1,0,Research and Development,Low
835,0.43,0.56,2,133,3,0,1,0,Research and Development,Low
836,0.09,0.93,6,308,4,0,1,0,Research and Development,Low
837,0.81,0.9,5,238,6,0,1,0,Marketing,Low
838,0.37,0.53,2,126,3,0,1,0,Sales,Low
839,0.36,0.56,2,138,3,0,1,0,Accounting,Medium
840,0.11,0.85,6,299,4,0,1,0,Support,Medium
841,0.1,0.85,6,254,4,0,1,0,Technical,Medium
842,0.66,0.47,7,156,2,0,1,0,Management,Medium
843,0.39,0.47,2,152,3,0,1,0,Marketing,Medium
844,0.44,0.51,2,146,3,0,1,0,Marketing,Medium
845,0.1,0.84,6,253,4,0,1,0,Marketing,Medium
846,0.79,0.94,5,227,6,0,1,0,Sales,Medium
847,0.1,0.81,6,301,4,1,1,0,Sales,Medium
848,0.54,0.94,6,294,3,0,1,0,Sales,Medium
849,0.37,0.47,2,151,3,0,1,0,Sales,Medium
850,0.37,0.57,2,128,3,0,1,0,Sales,Medium
851,0.82,0.89,5,217,5,0,1,0,Sales,High
852,0.45,0.52,2,160,3,0,1,0,Sales,Low
853,0.79,0.9,5,263,5,0,1,0,Sales,Medium
854,0.42,0.56,2,156,3,0,1,0,Sales,Medium
855,0.1,0.85,6,273,4,0,1,0,Sales,Medium
856,0.11,0.78,6,303,4,0,1,0,Sales,Medium
857,0.74,1.0,4,253,5,0,1,0,Sales,Low
858,0.1,0.93,6,270,4,0,1,0,Sales,Low
859,0.79,1.0,4,218,5,0,1,0,Sales,Low
860,0.43,0.48,2,144,3,0,1,0,Sales,Low
861,0.41,0.47,2,154,3,0,1,0,Sales,Low
862,0.39,0.55,2,146,3,0,1,0,Sales,Low
863,0.1,0.94,6,260,4,0,1,0,Sales,Low
864,0.82,0.85,5,218,5,0,1,0,Sales,Low
865,0.42,0.56,2,128,3,0,1,0,Accounting,Low
866,0.74,0.88,4,248,6,0,1,0,Accounting,Low
867,0.38,0.57,2,152,3,1,1,0,Human Resources,Low
868,0.39,0.56,2,126,3,0,1,0,Human Resources,Low
869,0.87,0.94,4,260,5,0,1,0,Human Resources,Low
870,0.1,0.9,5,263,4,0,1,0,Human Resources,Low
871,0.78,1.0,5,220,5,0,1,0,Technical,Low
872,0.14,0.73,7,282,5,0,1,0,Technical,Low
873,0.11,0.94,6,277,5,0,1,0,Technical,Low
874,0.91,0.94,5,257,5,0,1,0,Technical,Low
875,0.49,0.63,6,265,3,0,1,0,Technical,Low
876,0.38,0.47,2,143,3,0,1,0,Technical,Low
877,0.82,0.97,5,263,5,0,1,0,Technical,Medium
878,0.38,0.88,3,154,4,0,1,0,Technical,Medium
879,0.89,1.0,5,253,5,0,1,0,Technical,Medium
880,0.11,0.79,6,294,4,0,1,0,Technical,Medium
881,0.37,0.51,2,128,3,0,1,0,Technical,Medium
882,0.38,0.5,2,153,3,0,1,0,Support,Medium
883,0.78,0.87,5,256,5,0,1,0,Support,Medium
884,0.41,0.51,2,127,3,0,1,0,Support,Medium
885,0.41,0.51,2,137,3,0,1,0,Support,Medium
886,0.11,0.83,6,295,4,0,1,0,Support,Medium
887,0.11,0.79,6,281,4,0,1,0,Support,Medium
888,0.43,0.57,2,131,3,1,1,0,Support,Medium
889,0.75,0.86,5,237,5,0,1,0,Support,High
890,0.74,0.99,4,276,5,0,1,0,Support,Low
891,0.85,0.85,5,267,5,0,1,0,Support,Medium
892,0.73,0.92,5,266,5,0,1,0,Support,Medium
893,0.1,0.79,6,294,4,0,1,0,Technical,Medium
894,0.44,0.56,2,134,3,0,1,0,Technical,Medium
895,0.3,0.56,3,309,4,1,1,0,Technical,Low
896,0.11,0.77,7,273,4,0,1,0,Management,Low
897,0.84,0.83,5,238,5,0,1,0,IT,Low
898,0.78,0.94,5,271,6,0,1,0,IT,Low
899,0.43,0.53,2,145,3,0,1,0,IT,Low
900,0.36,0.55,2,152,3,0,1,0,IT,Low
901,0.43,0.47,2,128,3,0,1,0,IT,Low
902,0.45,0.46,2,142,3,0,1,0,Product Management,Low
903,0.76,0.93,5,238,5,0,1,0,Product Management,Low
904,0.1,0.78,7,286,4,0,1,0,Product Management,Low
905,0.09,0.86,6,291,4,0,1,0,Product Management,Low
906,0.92,1.0,5,259,5,0,1,0,IT,Low
907,0.92,0.9,5,248,5,0,1,0,Sales,Low
908,0.79,0.98,4,271,5,0,1,0,Sales,Low
909,0.43,0.51,2,140,3,0,1,0,Sales,Low
910,0.8,0.95,4,274,5,0,1,0,Sales,Low
911,0.44,0.49,2,127,3,1,1,0,Sales,Low
912,0.89,0.87,5,275,6,0,1,0,Marketing,Low
913,0.48,0.88,3,239,3,0,1,0,Sales,Low
914,0.11,0.82,6,304,4,1,1,0,Accounting,Low
915,0.38,0.55,2,145,3,0,1,0,Support,Low
916,0.11,0.85,6,259,4,0,1,0,Technical,Medium
917,0.82,0.86,4,264,5,0,1,0,Management,Medium
918,0.37,0.45,2,160,3,0,1,0,Marketing,Medium
919,0.4,0.48,2,138,3,0,1,0,Marketing,Medium
920,0.43,0.47,2,137,3,0,1,0,Marketing,Medium
921,0.44,0.5,2,156,3,0,1,0,Sales,Medium
922,0.42,0.56,2,147,3,0,1,0,Sales,Medium
923,0.11,0.8,7,243,4,0,1,0,Sales,Medium
924,0.78,0.87,4,236,5,0,1,0,Sales,Medium
925,0.46,0.86,2,212,4,0,1,0,Sales,Medium
926,0.77,0.91,5,261,6,0,1,0,Sales,Medium
927,0.83,0.82,4,243,5,0,1,0,Sales,Medium
928,0.32,0.58,5,271,5,0,1,0,Sales,High
929,0.9,0.92,5,154,4,0,1,0,Sales,Low
930,0.42,0.52,2,151,3,0,1,0,Sales,Medium
931,0.1,0.96,6,254,4,1,1,0,Sales,Medium
932,0.1,0.91,6,285,4,0,1,0,Sales,Medium
933,0.44,0.49,2,130,3,0,1,0,Sales,Medium
934,0.1,0.95,7,301,4,0,1,0,Sales,Low
935,0.11,0.8,6,286,4,0,1,0,Sales,Low
936,0.1,0.89,6,246,4,0,1,0,Sales,Low
937,0.39,0.47,2,135,3,0,1,0,Sales,Low
938,0.92,0.92,4,245,5,0,1,0,Sales,Low
939,0.43,0.56,2,136,3,0,1,0,Sales,Low
940,0.11,0.89,6,301,4,0,1,0,Accounting,Low
941,0.81,1.0,5,235,5,0,1,0,Accounting,Low
942,0.11,0.85,7,272,4,0,1,0,Accounting,Low
943,0.87,1.0,5,274,5,0,1,0,Human Resources,Low
944,0.37,0.46,2,131,3,0,1,0,Human Resources,Low
